gid,dep_name,country,state,latitude,longitude,commodity,dep_type,type_detail,model_code,model_name,metallic,citation
1053,McAuley - St. Lazare,Canada,,50.5,-101.5,"Potash, halite",Sedimentary,,,,,"Roskill, 1989"
1054,Mount Brussilof,Canada,,50.7889,-115.6778,Magnesite,Metamorphic,,,,,"Hora, 2001"
1055,Mount Milligan,Canada,,55.1333,-124.0667,"Copper, gold",Hydrothermal,,,,,"Singer and others, 2002"
1056,Mount Wright,Canada,,52.733,-67.25,Iron,Sedimentary,,,,,"Qu??bec Minist??re des Ressources naturelles, 2001"
1057,Murray,Canada,,46.5167,-81.0667,"Nickel, copper, platinum, palladium, cobalt",Igneous,,,,,"DeYoung and others, 1985"
1058,Musselwhite Mine,Canada,,52.6128,-90.3636,Gold,Hydrothermal,,,,,"Placer Dome, Inc., 2002"
1059,Nanisivik,Canada,,73.0333,-84.5,"Zinc, lead, silver",Hydrothermal,,,,,"Kirkham and Rafer, 2003"
1060,Natashquan,Canada,,50.5,-61.8333,"Titanium, iron, zirconium, garnet",Surficial,,,,,"Kirkham and Rafer, 2003"
1061,Ojibway,Canada,,42.2667,-83.0833,Halite,Sedimentary,,,,,"Harben and Kuzvart, 1996"
1062,Orwell,Canada,,46.35,-75.55,Graphite,Metamorphic,,,,,"Krauss and others, 1988"
1063,Pamour-HallnorBroulan,Canada,,48.5228,-81.1152,Gold,Hydrothermal,,,,,"Ontario Ministry of Northern Development and Mines, 2003b"
1064,Pine Point District,Canada,,60.7833,-114.5833,"Zinc, lead",Hydrothermal,,,,,"Sangster, 1996"
1065,Poison Mountain,Canada,,51.1333,-122.6,"Copper, gold, molybdenum",Hydrothermal,,,,,"Singer and others, 2002"
1066,Polaris Deposit,Canada,,75.4333,-96.4167,"Zinc, lead",Hydrothermal,,,,,"Sangster, 1996"
1067,Pollon Lake,Canada,,56.383,-103.117,Graphite,Metamorphic,,,,,"Krauss and others, 1988"
1068,Pugwash,Canada,,45.8666,-63.6833,Halite,Sedimentary,,,,,"Harben and Kuzvart, 1996"
1069,Raglan,Canada,,61.55,-73.45,"Nickel, copper, platinum, palladium",Igneous,,,,,"Eckstrand, 1996"
1070,Red Chris,Canada,,57.7,-129.7833,"Copper, gold",Hydrothermal,,,,,"Singer and others, 2002"
1071,Rocanville,Canada,,50.4625,-101.5425,"Potash, halite",Sedimentary,,,,,"Harben and Kuzvart, 1996"
1072,Schaft Creek (Liard Copper),Canada,,57.35,-131,"Copper, molybdenum, gold",Hydrothermal,,,,,"Singer and others, 2002"
1073,SchubenacadieStewiacke,Canada,,45.1333,-63.35,Halite,Sedimentary,,,,,"Nova Scotia Dept. of Natural Resources, 1992"
1074,Sigma-Lamaque,Canada,,48.1,-77.7667,Gold,Hydrothermal,,,,,"Kirkham and Rafer, 2003"
1075,Snake River (Rapitan),Canada,,64,-126,Iron,Sedimentary,,,,,"Kirkham and Rafer, 2003"
1076,Snap Lake,Canada,,63.6,-110.87,Gem diamond,Igneous,,,,,"Kirkham and Rafer, 2003"
1077,St. Honore (Niobec),Canada,,48.533,-71.15,"niobium, tantalum",Igneous,,,,,"Qu??bec Minist??re des Ressources naturelles, 2001"
1078,Strathcona,Canada,,46.673,-81.342,"Nickel, copper, platinum, palladium, cobalt",Igneous,,,,,"DeYoung and others, 1985"
1079,Sullivan,Canada,,49.7167,-116,"Zinc, lead, silver",Hydrothermal,,,,,"Lydon, 1996"
1080,Sulphurets,Canada,,56.5,-130.25,"Copper, gold",Hydrothermal,,,,,"Singer and others, 2002"
1081,Sulphurets-Kerr,Canada,,56.5,-130.25,"Copper, gold, silver",Hydrothermal,,,,,"Mutschler and others, 1999"
1082,Suzorite,Canada,,47.9833,-74.3333,"Mica, phlogopite",Igneous,,,,,"Harben and Kuzvart, 1996"
1083,Tanco (Bernic Lake),Canada,,50.4333,-95.45,"Tantalum, lithium, cesium, rubidium",Igneous,,,,,"Bamburak, 2001"
1084,Texada Island,Canada,,49.6069,-124.3653,Limestone,Sedimentary,,,,,"Hora, 2001"
1085,Thompson,Canada,,55.7167,-97.85,"Nickel, copper, platinum, palladium",Igneous,,,,,"Eckstrand, 1996"
1086,Thor Lake,Canada,,62.417,-112.167,"Tantalum-niobium, rare earths, beryllium, zirconium",Igneous,,,,,"Harben and Kuzvart, 1996"
1087,Tiriruniak,Canada,,62.9272,-92.1781,Gold,Hydrothermal,,,,,"Kirkham and Rafer, 2003"
1088,Vade,Canada,,52,-107.25,Potash,Sedimentary,,,,,"Harben and Kuzvart, 1996"
1089,Valley Copper,Canada,,50.4855,-121.0469,"Copper, molybdenum",Hydrothermal,,,,,"Singer and others, 2002"
1090,Voisey's Bay,Canada,,56.4167,-62.0833,"Nickel, copper, cobalt",Igneous,,,,,"Kirkham and Rafer, 2003"
1091,Windemere,Canada,,50.4806,-115.8722,Gypsum,Sedimentary,,,,,"Hora, 2001"
1092,Windy Craggy,Canada,,59.7333,-137.7333,"Copper, cobalt, gold",Hydrothermal,,,,,"Kirkham and Rafer, 2003"
1093,Wood Mountain,Canada,,49.3928,-106.3411,Kaolinite,Sedimentary,,,,,"Kelley, 2001"
1094,Yava (Silvermine),Canada,,45.8707,-60.3884,"Lead, zinc",Hydrothermal,,,,,"Singer and others, 1993"
1095,Aguas Blancas,Chile,,-24.25,-69.8333,"Iodine, sodium sulfate, nitrate",Sedimentary,,,,,"Kendall, 1997"
1096,Andacollo,Chile,,-30.25,-71.4166,"Copper, gold",Hydrothermal,,,,,"Reyes, 1991"
1097,Catedral,Chile,,-34.1667,-70.1833,Limestone,Sedimentary,,,,,"Industrial Minerals, 2002"
1098,Cerro Blanco,Chile,,-28.7167,-71.0667,Titanium,Igneous,,,,,"Industrial Minerals, 2004b"
1099,Cerro Casale,Chile,,-27.7833,-69.2333,"Copper, gold",Hydrothermal,,,,,"Sillitoe, 2000"
1100,Cerro Colorado,Chile,,-20.0455,-69.288,Copper,Hydrothermal,,,,,"Bouzari and Clark, 2002"
1101,Chuqui Sur,Chile,,-22.3233,-68.9017,Copper,Hydrothermal,,,,,"Boric and others, 1990"
1102,Chuquicamata,Chile,,-22.275,-68.9,"Copper, molybdenum",Hydrothermal,,,,,"Lindsay and others, 1996"
1103,Collahausi,Chile,,-20.975,-68.6866,"Copper, molybdenum",Hydrothermal,,,,,"Bisso and others, 1998"
1104,Damiana,Chile,,-26.2586,-69.5906,Copper,Sedimentary,,,,,"Munchmeyer, 1996"
1105,Dos Gemelos,Chile,,-25.3833,-68.7333,Sulfur,Hydrothermal,,,,,"Gajardo and others, 1999b"
1106,El Abra,Chile,,-21.9083,-68.8366,Copper,Hydrothermal,,,,,"Dilles and others, 1997"
1107,El Indio,Chile,,-29.7683,-69.9833,"Gold, silver",Hydrothermal,,,,,"Jannas and others, 1999"
1108,El Salvador,Chile,,-26.2542,-69.5505,"Copper, gold",Hydrothermal,,,,,"Cornejo and others, 1997"
1109,El Soldado,Chile,,-32.65,-71.1167,Copper,Hydrothermal,,,,,"El Soldado Geologic Staff, 1996"
1110,El Teniente,Chile,,-34.0916,-70.3383,"Copper, molybdenum",Hydrothermal,,,,,"Camus, 1975"
1111,El Tesoro,Chile,,-22.9439,-69.0614,Copper,Sedimentary,,,,,"Munchmeyer, 1996"
1112,Gaby,Chile,,-23.41,-68.8188,Copper,Hydrothermal,,,,,"Zappettini and others, 2001"
1113,Gorbea,Chile,,-25.4333,-68.6,Sulfur,Hydrothermal,,,,,"Chong, 1996"
1114,Hydrothermal Verde,Chile,,-26.55,-70.3167,Copper,Hydrothermal,,,,,"Vila and others, 1996"
1115,Hydrothermals Blancos,Chile,,-23.4416,-70.0694,Copper,Hydrothermal,,,,,"Ramirez Rodriguez, 1996"
1116,Jardin,Chile,,-27.7583,-70.1917,Copper,Sedimentary,,,,,"Kirkham and others, 1994"
1117,La Candelaria,Chile,,-27.5333,-70.4,"Copper, gold",Hydrothermal,,,,,"Marschik and Fontbote, 2001; Haynes, 2002"
1118,La Coipa,Chile,,-26.8125,-69.2583,"Silver, gold",Hydrothermal,,,,,"Diaz and others, 1999"
1119,La Escondida,Chile,,-24.265,-69.0716,"Copper, gold",Hydrothermal,,,,,"Lowell, 1991"
1120,La Fortuna,Chile,,-28.6333,-69.883,"Copper, gold",Hydrothermal,,,,,"Perello and others, 1996"
1121,Laco,Chile,,-23.8267,-67.4767,Iron,Hydrothermal,,,,,"Boric and others, 1990"
1122,Lobo,Chile,,-27.2,-69.0333,"Gold, copper",Hydrothermal,,,,,"Vila and Sillitoe, 1991"
1123,Lomas Bayas,Chile,,-23.445,-69.5116,Copper,Hydrothermal,,,,,"Chadwick, 2001"
1124,Los Bronces-Andina,Chile,,-33.1333,-70.2667,"Copper, molybdenum",Hydrothermal,,,,,"Long,1995"
1125,Los Pelambres,Chile,,-31.7083,-70.5,"Copper, molybdenum",Hydrothermal,,,,,"Atkinson and others, 1996"
1126,Manssa Mina,Chile,,-22.3806,-68.9125,"Copper, molybdenum",Hydrothermal,,,,,"Zentilli and others, 1997"
1127,Manza Mina,Chile,,-22.3805,-68.9125,Copper,Hydrothermal,,,,,"Sillitoe and others, 1996"
1128,Pascua,Chile,,-29.48,-71.0683,Gold,Hydrothermal,,,,,"Bissig and others, 2002"
1129,Polan,Chile,,-21.2333,-68.5667,Sulfur,Hydrothermal,,,,,"Gajardo and others, 1999a"
1130,Potrerillos,Chile,,-26.4833,-69.4333,"Copper, gold",Hydrothermal,,,,,"Long,1995"
1131,Potrerillos,Chile,,-26.4875,-69.4239,"Copper, gold",Hydrothermal,,,,,"Marsh and others, 1997"
1132,Quebrada Blanca,Chile,,-21,-68.8,Copper,Hydrothermal,,,,,"Hunt and others, 1983"
1133,Refugio,Chile,,-27.3833,-69.2667,"Gold, copper",Hydrothermal,,,,,"Villa and Sillitoe, 1991"
1134,Rio Blanco/ Los Bronces,Chile,,-33.1333,-70.2666,Copper,Hydrothermal,,,,,"Davidson and Kamenetsky, 2001"
1135,Salar de Atacama,Chile,,-23.5539,-68.4072,"Lithium, potash",Sedimentary,,,,,"Chong, 1996"
1136,San Antonio,Chile,,-26.4858,-69.4239,"Copper, gold",Hydrothermal,,,,,"Diaz and others, 1999"
1137,Spence,Chile,,-22.6891,-69.1814,Copper,Hydrothermal,,,,,"Zappettini and others, 2001"
1138,Ticnamar,Chile,,-18.5933,-69.45,Copper,Hydrothermal,,,,,"Zappettini and others, 2001"
1139,Ujina,Chile,,-20.9961,-68.605,Copper,Hydrothermal,,,,,"Bisso and others, 1998"
1140,Volcan Apagado,Chile,,-22.6117,-67.8683,Sulfur,Hydrothermal,,,,,"Gajardo and others, 1999a"
1141,Yumbes (Taltal),Chile,,-25.4,-70.4833,"Iodine, nitrate",Sedimentary,,,,,"Kendall, 1997"
1142,Acandi,Colombia,,8.3333,-77.17,"Copper, molybdenum",Hydrothermal,,,,,"Long, 1995"
1143,Cerro Matoso,Colombia,,7.9167,-75.5833,Nickel,Surficial,,,,,"Gomez and others, 1979"
1144,Chivor district,Colombia,,4.8667,-73.3667,Gem emerald,Hydrothermal,,,,,"Shigley and others, 2000"
1145,Choco platinum Surficials,Colombia,,5.1,-76.6667,"Platinum, gold",Surficial,,,,,"Mertie, 1969"
1146,Coscuez district,Colombia,,5.65,-74.1667,Gem emerald,Hydrothermal,,,,,"Shigley and others, 2000"
1147,Mocoa,Colombia,,1.2417,-76.666,"Copper, molybdenum",Hydrothermal,,,,,"Sillitoe and others, 1984"
1148,Muzo district,Colombia,,5.55,-74.1667,Gem emerald,Hydrothermal,,,,,"Shigley and others, 2000"
1149,Pegadorcito-Pantanos,Colombia,,6.75,-76.5667,Copper,Hydrothermal,,,,,"Long, 1995"
1150,San Juan/Atrato Rivers,Colombia,,5.7,-76.65,"Gold, platinum",Surficial,,,,,"Wokittel, 1961"
1151,Loma Comastro,Costa Rica,,10.809,-85.5,Diatomite,Sedimentary,,,,,"Berrange and others, 1990"
1152,Moa,Cuba,,20.6167,-74.9667,"Nickel, cobalt",Surficial,,,,,"Mitarbeiterstab der Bergbauabteilung, 1987"
1153,Nicaro,Cuba,,20.6,-75.6,"Nickel, cobalt",Surficial,,,,,"Mitarbeiterstab der Bergbauabteilung, 1987"
1154,Punta Gorda,Cuba,,20.5833,-74.85,"Nickel, cobalt",Surficial,,,,,"Mitarbeiterstab der Bergbauabteilung, 1987"
1155,Falconbridge Dominicana,Dominican Republic,,19.1667,-70.3833,Nickel,Surficial,,,,,"Halderman and others, 1982"
1156,Pueblo Viejo,Dominican Republic,,18.97,-70.1794,"Gold, silver",Hydrothermal,,,,,"Sillitoe, 1995"
1157,Chaucha,Ecuador,,-2.9333,-79.4166,"Copper, molybdenum",Hydrothermal,,,,,"Anonymous, 2000"
1158,Junin,Ecuador,,0.3333,-78.5833,"Copper, molybdenum",Hydrothermal,,,,,"Gendall and others, 2000"
1159,Nambija,Ecuador,,-4.0667,-78.7833,"Gold, copper",Hydrothermal,,,,,"Gemuts and others, 1992"
1160,Portovelo,Ecuador,,-3.6333,-79.5833,"Gold, silver",Hydrothermal,,,,,"Gemuts and others, 1992"
1161,San Carlos,Ecuador,,-3.65,-78.416,Copper,Hydrothermal,,,,,"Lowell and Quevedo, 2002"
1162,EXMIBAL mine,Guatemala,,16.5,-89.3333,Nickel,Surficial,,,,,"DeYoung and others, 1985"
1163,Las Cruces - Las Hormigas,Guatemala,,14.8833,-90.25,Diatomite,Sedimentary,,,,,"Chou, 1993"
1164,East Montgomery (Linden),Guyana,,5.9833,-58.25,Aluminum,Surficial,,,,,"Mitarbeiterstab der Bergbauabteilung, 1987"
1165,Kwakwani (Bermine),Guyana,,5.25,-57.75,Aluminum,Surficial,,,,,"Mitarbeiterstab der Bergbauabteilung, 1987"
1166,Omai,Guyana,,5.2,-59,Gold,Hydrothermal,,,,,"Voicu and others, 1999"
1167,El Mochito,Honduras,,14.85,-88.0667,"Silver, lead",Hydrothermal,,,,,"Williams and others, 1999"
1168,Manchester Plateau,Jamaica,,17.95,-77.3833,Aluminum,Surficial,,,,,"Singer and others, 1993"
1169,St. Ann Uplands,Jamaica,,18.3167,-77.4,Aluminum,Surficial,,,,,"Singer and others, 1993"
1170,Adair,Mexico,,31.5,-113.8,Sodium carbonate,Sedimentary,,,,,"Harris, 2001"
1171,Aguachile,Mexico,,29.297,-102.339,Fluorite,Hydrothermal,,,,,"Griffiths, 1988"
1172,Alamo Dorado,Mexico,,26.75,-108.667,Silver,Hydrothermal,,,,,"Fitch, 2000a"
1173,Alejandra,Mexico,,25.6667,-103.1667,Gypsum,Sedimentary,,,,,"Industrial Minerals, 2001"
1174,Avino,Mexico,,24.52,-104.3,"Silver, gold, copper, lead",Hydrothermal,,,,,"Fitch, 2000a"
1175,Bacis (Otaez),Mexico,,24.57,-105.9,"Gold, silver, lead, zinc, copper",Hydrothermal,,,,,"Fitch, 2000a"
1176,Batopilas,Mexico,,27.0167,-107.7667,"Silver, lead",Hydrothermal,,,,,"Albinson and others, 2001"
1177,Bermejillo North and South,Mexico,,23.8833,-103.6333,Strontium,Sedimentary,,,,,"Harben and Kuzvart, 1996"
1178,Bolanos,Mexico,,21.82,-103.769,"Silver, zinc, lead, copper",Hydrothermal,,,,,"Fitch, 2000a"
1179,Campo Morado,Mexico,,18.167,-100.167,"Zinc, lead, copper, silver, gold",Hydrothermal,,,,,"Oliver and others, 2001"
1180,Cananea,Mexico,,30.9542,-110.3167,"Copper, molybdenum",Hydrothermal,,,,,"Singer and others, 2002"
1181,Catorce,Mexico,,23.693,-100.884,"Lead, silver, zinc",Hydrothermal,,,,,"Dawson, 1996"
1182,Cerro San Pedro,Mexico,,22.298,-100.798,"Gold, silver, zinc, lead",Hydrothermal,,,,,"Petersen and others, 2001"
1183,"Colorada (El Creston deposit, La Colorado mine, Gran Central mine, La Verde mine)",Mexico,,29.3667,-111.2833,"Silver, gold, lead, zinc, copper",Hydrothermal,,,,,"Albinson and others, 2001"
1184,Concepcion del Oro District,Mexico,,24.608,-101.429,"Silver, lead, zinc, gold, copper",Hydrothermal,,,,,"Fitch, 2000a"
1185,Cosala,Mexico,,24.383,-106.716,"Silver, gold, zinc, lead, copper",Hydrothermal,,,,,"Fitch, 2000a"
1186,Dolores,Mexico,,25.9667,-107.1667,"Silver, gold",Hydrothermal,,,,,"Overbay and others, 2001"
1187,El Arco,Mexico,,28.0333,-113.5667,"Copper, gold",Hydrothermal,,,,,"Singer and others, 2002"
1188,El Boleo,Mexico,,27.283,-112.3,"Copper, cobalt, zinc",Hydrothermal,,,,,"Bailes and others, 2001"
1189,El Fraile,Mexico,,23.68,-100.71,"Silver, copper, gold",Hydrothermal,,,,,"Fitch, 2000a"
1190,El Oro,Mexico,,19.802,-100.129,"Silver, gold",Hydrothermal,,,,,"Albinson and others, 2001"
1191,El Pilon Mine (San Martin de Bolanos district),Mexico,,20.967,-104.75,"Silver, gold, lead, zinc",Hydrothermal,,,,,"Albinson and Rubio, 2001"
1192,El Refugio,Mexico,,21.533,-100.15,Fluorite,Hydrothermal,,,,,"Consejo de Recursos Minerales, 1992"
1193,EncantadaBuenavista,Mexico,,28.5,-102.5,Fluorite,Hydrothermal,,,,,"Griffiths, 1988"
1194,Francisco I. Madero,Mexico,,22.806,-102.7,"Gold, zinc, lead, copper",Hydrothermal,,,,,"Fitch, 2000a"
1195,Fresnillo/Proano,Mexico,,23.15,-102.85,"Silver, lead, zinc, gold, copper",Hydrothermal,,,,,"Trejo, 2001"
1196,Guanacevi,Mexico,,25.583,-105.967,"Silver, gold",Hydrothermal,,,,,"Singer and others, 1993"
1197,Guanajuato,Mexico,,21.033,-101.233,"Silver, gold",Hydrothermal,,,,,"Albinson and others, 2001"
1198,Guerrero Negro,Mexico,,27.917,-114.25,Halite,Sedimentary,,,,,"Kendall, 1995"
1199,La Blanca,Mexico,,22.65,-102.133,Wollastonite,Metamorphic,,,,,"Kendall, 1995"
1200,La Caridad,Mexico,,30.3,-109.5,"Copper, molybdenum",Hydrothermal,,,,,"Singer and others, 2002"
1201,La Carmen,Mexico,,24.6667,-101.35,Iron,Hydrothermal,,,,,"Singer and others, 1993"
1202,La Colorada (district),Mexico,,23.383,-103.75,"Silver, lead, zinc",Hydrothermal,,,,,"Moller and others, 2001"
1203,La Encantada mine (Buenevista mining district),Mexico,,28.617,-102.367,Fluorite,Hydrothermal,,,,,"Kessler, 1977"
1204,La Herradura,Mexico,,31.167,-112.9,Gold,Hydrothermal,,,,,"Fitch, 2000b"
1205,La Ilusion-San Pedro,Mexico,,26.1667,-102.5,Strontium,Sedimentary,,,,,"Kendall, 1995"
1206,La Paz,Mexico,,23.69,-100.71,"Silver, lead, zinc, gold, copper",Hydrothermal,,,,,"Fitch, 2000a"
1207,Laguna del Rey,Mexico,,27.033,-103.433,"Magnesia, sodium sulfate",Sedimentary,,,,,"Griffiths, 1988"
1208,Las Cuevas (Zaragoza-Rio Verde district),Mexico,,22.533,-101.1,Fluorite,Hydrothermal,,,,,"Skillen, 1993"
1209,Lourdes,Mexico,,28.6,-110.5,Graphite,Metamorphic,,,,,"Kendall, 1995"
1210,Mazatan district,Mexico,,28.8292,-110.1958,Barite,Hydrothermal,,,,,"Alatorre and others, 1998"
1211,Metates,Mexico,,24.905,-106.375,"Gold, silver, zinc",Hydrothermal,,,,,"Fitch, 2000a"
1212,Molango,Mexico,,20.8333,-98.7333,Manganese,Sedimentary,,,,,"DeYoung and others, 1984"
1213,Mulatos (district),Mexico,,28.65,-108.7417,"Gold, copper",Hydrothermal,,,,,"Staude, 2001"
1214,Naica,Mexico,,27.8667,-105.5,"Silver, lead, zinc",Hydrothermal,,,,,"Dawson, 1996"
1215,Nukay,Mexico,,17.89,-99.7,Gold,Hydrothermal,,,,,"Fitch, 2000a"
1216,Ojuela-Mapimi,Mexico,,25.81,-103.75,"Silver, lead, zinc, gold, copper",Hydrothermal,,,,,"Fitch, 2000a"
1217,Pachuca,Mexico,,20.1667,-98.75,"Silver, gold",Hydrothermal,,,,,"Albinson and others, 2001"
1218,Pachuca-Real de Monte,Mexico,,20.117,-98.717,"Silver, gold, copper, lead, zinc",Hydrothermal,,,,,"Singer and others, 1993"
1219,Parral,Mexico,,26.97,-105.69,"Silver, lead, zinc, gold, copper",Hydrothermal,,,,,"Fitch, 2000a"
1220,Pena Colorado,Mexico,,19.357,-104.095,Iron,Hydrothermal,,,,,"Consejo de Recursos Minerales, 1994"
1221,Penasquito,Mexico,,24.79,-101.82,"Silver, lead, zinc, gold",Hydrothermal,,,,,"Fitch, 2000a"
1222,Pico Etero District,Mexico,,29.2972,-102.3389,Fluorite,Hydrothermal,,,,,"Griffiths, 1988"
1223,Pilares,Mexico,,29.35,-111.4167,Wollastonite,Metamorphic,,,,,"Harben and Kuzvart, 1996"
1224,Pinos,Mexico,,15.99,-96.34,"Silver, gold",Hydrothermal,,,,,"Albinson and others, 2001"
1225,Real de Angeles,Mexico,,23.5,-103,"Silver, lead, zinc",Hydrothermal,,,,,"Kirkham and Sinclair, 1996"
1226,Real de Asientos,Mexico,,22.22,-103.13,"Silver, lead, zinc, copper",Hydrothermal,,,,,"Fitch, 2000a"
1227,Real de Catorce,Mexico,,23.7006,-100.8631,"Silver, lead",Hydrothermal,,,,,"Albinson and others, 2001"
1228,Sac Tun,Mexico,,20.8,-90.033,Limestone,Sedimentary,,,,,Orris files
1229,San Acacio,Mexico,,22.83,-102.55,Silver,Hydrothermal,,,,,"Fitch, 2000a"
1230,San Agustin,Mexico,,25.533,-102,Strontium,Sedimentary,,,,,"Consejo de Recursos Minerales, 1993"
1231,San Francisco del Oro,Mexico,,26.867,-105.833,"Silver, zinc, lead, copper",Hydrothermal,,,,,"Albinson and others, 2001"
1232,San Juan de la Costa,Mexico,,24.3825,-110.7022,Phosphate,Sedimentary,,,,,"Harben and Kuzvart, 1996"
1233,San Marcos Island,Mexico,,27.217,-112.1,Gypsum,Sedimentary,,,,,"Kendall, 1995"
1234,San Martin,Mexico,,21.782,-103.873,Silver,Hydrothermal,,,,,"Fitch, 2000a"
1235,San Martin,Mexico,,23.6553,-103.7372,"Silver, zinc, copper, lead",Hydrothermal,,,,,"Dawson, 1996"
1236,San Nicolas,Mexico,,22.595,-101.934,"Copper, zinc",Hydrothermal,,,,,"Sherlock and Michaud, 2000"
1237,Santa Barbara,Mexico,,26.8,-105.82,"Silver, lead, zinc, gold, copper",Hydrothermal,,,,,"Fitch, 2000a"
1238,Santa Cruz,Mexico,,24.733,-106.098,"Gold, silver",Hydrothermal,,,,,"Fitch, 2000a"
1239,Santa Eulalia,Mexico,,28.617,-105.883,"Silver, zinc, lead",Hydrothermal,,,,,"Dawson, 1996"
1240,Santa Fe,Mexico,,17.3,-93.0333,Wollastonite,Metamorphic,,,,,"Harben and Kuzvart, 1996"
1241,Santa Rosa district,Mexico,,27.7833,-101.5,Barite,Hydrothermal,,,,,"Alatorre and others, 1998"
1242,Santa Rosalia,Mexico,,27.333,-112.35,Copper,Hydrothermal,,,,,"Staude, John-Mark G., 1990, Personal communication"
1243,Santa Rosalia,Mexico,,27.3167,-112.2833,Gypsum,Sedimentary,,,,,"Kendall, 1995"
1244,Santo Domingo Mine,Mexico,,24.2833,-111,Phosphate,Sedimentary,,,,,"Krauss and others, 1984"
1245,Sierra Mojada,Mexico,,27.275,-103.673,"Silver, zinc, lead, copper",Hydrothermal,,,,,"Fitch, 2000a"
1246,Sombrerete,Mexico,,23.667,-103.667,"Zinc, lead, silver, gold",Hydrothermal,,,,,"Albinson and others, 2001"
1247,Taxco,Mexico,,18.617,-99.583,Silver,Hydrothermal,,,,,"Albinson and others, 2001"
1248,Tayoltita (San Dimas),Mexico,,24.1,-105.9333,"Silver, gold",Hydrothermal,,,,,"Albinson and others, 2001"
1249,Telixtlahuaca,Mexico,,17.333,-96.867,Graphite,Metamorphic,,,,,"Krauss and others, 1988"
1250,Tocayos,Mexico,,23.63,-103.62,"Silver, zinc, lead",Hydrothermal,,,,,"Fitch, 2000a"
1251,Tonichi,Mexico,,28.617,-109.567,Graphite,Metamorphic,,,,,"Krauss and others, 1988"
1252,Velardena,Mexico,,25.0667,-103.7333,"Silver, copper, zinc, lead",Hydrothermal,,,,,"Dawson, 1996"
1253,Zacatecas,Mexico,,22.75,-102.583,"Silver, lead, zinc, copper, gold",Hydrothermal,,,,,"Albinson and others, 2001"
1254,Cerro Colorado,Panama,,8.5,-81.7833,"Copper, molybdenum",Hydrothermal,,,,,"Nelson, 1995"
1255,Petaquilla-Botija,Panama,,8.8333,-80.6666,Copper,Hydrothermal,,,,,"Hunta, 1991"
1256,Alto Chicama,Peru,,-7.6667,-78.6167,Gold,Hydrothermal,,,,,"Barrick Gold, 2002"
1257,Antamina,Peru,,-9.5333,-77.0833,"Copper, zinc",Hydrothermal,,,,,"O'Connor, 2000"
1258,Antapaccay,Peru,,-14.9172,-71.2688,"Copper, gold",Hydrothermal,,,,,"Zappettini, others, 2001"
1259,Carariaco,Peru,,-6.0833,-79.2833,Copper,Hydrothermal,,,,,"Noble and McKee, 1999"
1260,Cerro Corona,Peru,,-6.85,-78.6667,"Gold, copper",Hydrothermal,,,,,"Petersen and Vidal, 1996"
1261,Cerro de Pasco,Peru,,-10.6667,-76.275,"Zinc, lead",Hydrothermal,,,,,"Einaudi, 1977"
1262,Cerro el Toro,Peru,,-7.825,-78,Pyrophyllite,Hydrothermal,,,,,MRDS
1263,Cerro Verde,Peru,,-16.5188,-71.5719,Copper,Hydrothermal,,,,,"Bidgood, 2000"
1264,Colquemarca,Peru,,-14.2667,-72.05,Iron,Metamorphic,,,,,"Singer and others, 1993"
1265,Cuajone,Peru,,-17.0422,-70.671,Copper,Hydrothermal,,,,,"Concha and Valle, 2000"
1266,El Galeno,Peru,,-7.0167,-78.3166,"Copper, gold",Hydrothermal,,,,,"Davies, 2000"
1267,Huancabamba,Peru,,-5.2333,-79.4667,Iron,Metamorphic,,,,,"Singer and others, 1993"
1268,La Granja,Peru,,-6.3583,-79.1194,Copper,Hydrothermal,,,,,"Petersen and Vidal, 1996"
1269,Los Pinos,Peru,,-12.9758,-76.1394,Copper,Hydrothermal,,,,,"Vidal, 1985"
1270,Michiquillay,Peru,,-7.3,-78.3222,"Copper, gold",Hydrothermal,,,,,"Hart, 1991"
1271,Minas Conga,Peru,,-6.9255,-78.358,"Copper, gold",Hydrothermal,,,,,"Llosa and Veliz, 2000"
1272,Pierina,Peru,,-9.4417,-77.5833,"Gold, silver",Hydrothermal,,,,,"Volkert and others, 2000"
1273,Quellaveco,Peru,,-17.108,-70.5838,Copper,Hydrothermal,,,,,"Helberg, 2000"
1274,San Rafael,Peru,,-14.2328,-70.3217,"Tin, copper",Hydrothermal,,,,,"Arenas, 2000; Kontak and Clark, 2002"
1275,Sechura (Bayovar),Peru,,-5.8,-80.75,Phosphate,Sedimentary,,,,,"Harben and Kuzvart, 1996"
1276,Tambo Grande,Peru,,-4.7633,-79.99,"Copper, zinc",Hydrothermal,,,,,"Tegart and others, 2000"
1277,Tintaya,Peru,,-14.8333,-71.3833,Copper,Hydrothermal,,,,,"Petersen and Vidal, 1996"
1278,Toquepala,Peru,,-17.2166,-70.6,"Copper, molybdenum",Hydrothermal,,,,,"Petersen and Vidal, 1996; Mattos and Valle, 2000"
1279,Toromocho,Peru,,-11.6,-76.1333,Copper,Hydrothermal,,,,,"Alvarez A., 2000"
1280,Yanacocha,Peru,,-6.903,-78.5156,Gold,Hydrothermal,,,,,"Harris and others, 1994; Bartra, 2000"
1281,Tanama,Puerto Rico,,18.25,-66.8167,"Copper, molybdenum",Hydrothermal,,,,,"Cox, 1985"
1282,Lelydorp-OnverdachtParanam,Surinam,,5.6,-54.4,Aluminum,Surficial,,,,,"Harben and Kuzvart, 1996"
